================================================
  NLOC    CCN   token  PARAM  length  location  
      13      2     66      2      13 setMaxEstimateQuantityByID@43-55@.\src\repositories\ItemRepository.js
      32      2    143      1      32 createOne@57-88@.\src\repositories\ItemRepository.js
      30      2    133      2      30 updateOneByID@90-119@.\src\repositories\ItemRepository.js
      10      2     62      1      10 deleteOneByID@121-130@.\src\repositories\ItemRepository.js
      10      2     54      0      10 readAll@6-15@.\src\repositories\ProductItemRepository.js
      10      2     62      1      10 readOneByID@17-26@.\src\repositories\ProductItemRepository.js
      16      2     77      1      16 createOne@28-43@.\src\repositories\ProductItemRepository.js
      16      2     77      2      16 updateOneByID@45-60@.\src\repositories\ProductItemRepository.js
      10      2     62      1      10 deleteOneByID@62-71@.\src\repositories\ProductItemRepository.js
      10      2     54      0      10 readAll@6-15@.\src\repositories\ProductRepository.js
      10      2     62      1      10 readOneByID@17-26@.\src\repositories\ProductRepository.js
      13      2     66      2      13 setEstimateQuantityByID@28-40@.\src\repositories\ProductRepository.js
      28      2    128      1      28 createOne@42-69@.\src\repositories\ProductRepository.js
      27      2    122      2      27 updateOneByID@71-97@.\src\repositories\ProductRepository.js
      10      2     62      1      10 deleteOneByID@99-108@.\src\repositories\ProductRepository.js
      10      2     54      0      10 readAll@6-15@.\src\repositories\ProductTransactionRepository.js
      13      2     62      1      13 readOneByID@17-29@.\src\repositories\ProductTransactionRepository.js
      22      2     89      1      22 createOne@31-52@.\src\repositories\ProductTransactionRepository.js
      21      2     85      2      21 updateOneByID@54-74@.\src\repositories\ProductTransactionRepository.js
      13      2     62      1      13 deleteOneByID@76-88@.\src\repositories\ProductTransactionRepository.js
      12      3     75      2      12 readAll@9-20@.\src\services\AccountService.js
       9      2     46      1       9 readOneByID@22-30@.\src\services\AccountService.js
       8      2     44      0       8 uuidv4@34-41@.\src\services\AccountService.js
       9      2     50      2       9 updateOneByID@43-51@.\src\services\AccountService.js
       9      2     46      1       9 deleteOneByID@53-61@.\src\services\AccountService.js
      27      3    130      1      27 register@9-35@.\src\services\AuthenticationService.js
      23      3    109      1      24 login@37-60@.\src\services\AuthenticationService.js
      15      3     71      1      15 readAll@10-24@.\src\services\InventoryControlHistoryService.js
       9      2     46      1       9 readOneByID@26-34@.\src\services\InventoryControlHistoryService.js
      13      2     53      0      13 uuidv4@41-53@.\src\services\InventoryControlHistoryService.js
      20      2     74      2      20 updateOneByID@55-74@.\src\services\InventoryControlHistoryService.js
      14      2     46      1      14 deleteOneByID@76-89@.\src\services\InventoryControlHistoryService.js
      12      3     71      1      12 readAll@9-20@.\src\services\ItemCombinationService.js
       9      2     46      1       9 readOneByID@22-30@.\src\services\ItemCombinationService.js
      10      2     44      0      10 uuidv4@34-43@.\src\services\ItemCombinationService.js
      15      2     50      2      15 updateOneByID@45-59@.\src\services\ItemCombinationService.js
      14      2     46      1      14 deleteOneByID@61-74@.\src\services\ItemCombinationService.js
      12      3     71      1      12 readAll@9-20@.\src\services\ItemService.js
       9      2     46      1       9 readOneByID@22-30@.\src\services\ItemService.js
       8      2     44      0       8 uuidv4@34-41@.\src\services\ItemService.js
       9      2     50      2       9 updateOneByID@43-51@.\src\services\ItemService.js
       9      2     46      1       9 deleteOneByID@53-61@.\src\services\ItemService.js
      12      3     71      1      12 readAll@9-20@.\src\services\ProductItemService.js
       9      2     46      1       9 readOneByID@22-30@.\src\services\ProductItemService.js
      10      2     44      0      10 uuidv4@34-43@.\src\services\ProductItemService.js
      12      2     50      2      12 updateOneByID@45-56@.\src\services\ProductItemService.js
       9      2     46      1       9 deleteOneByID@58-66@.\src\services\ProductItemService.js
      12      3     71      1      12 readAll@9-20@.\src\services\ProductService.js
       9      2     46      1       9 readOneByID@22-30@.\src\services\ProductService.js
       8      2     44      0       8 uuidv4@34-41@.\src\services\ProductService.js
       9      2     50      2       9 updateOneByID@43-51@.\src\services\ProductService.js
       9      2     46      1       9 deleteOneByID@53-61@.\src\services\ProductService.js
      15      3     71      1      15 readAll@10-24@.\src\services\ProductTransactionHistoryService.js
      14      2     46      1      14 readOneByID@26-39@.\src\services\ProductTransactionHistoryService.js
      13      2     53      0      13 uuidv4@46-58@.\src\services\ProductTransactionHistoryService.js
      20      2     74      2      20 updateOneByID@60-79@.\src\services\ProductTransactionHistoryService.js
      14      2     46      1      14 deleteOneByID@81-94@.\src\services\ProductTransactionHistoryService.js
       3      1     16      2       3 log@2-4@.\src\tools\Debugger.js
       3      1     16      2       3 error@6-8@.\src\tools\Debugger.js
       1      1      1      0       0 (anonymous)@4-4@.\src\tools\Wrangler.js
      12      4     70      0      12 (anonymous)@5-16@.\src\tools\Wrangler.js
       8      5     29      0       8 (anonymous)@17-24@.\src\tools\Wrangler.js
       7      1     48      3      25 filterArrayByQuery@2-26@.\src\tools\Wrangler.js
       5      1     22      0       6 (anonymous)@36-41@.\src\app.js
       5      2     27      0       5 (anonymous)@44-48@.\src\app.js
       3      1      9      0       3 (anonymous)@4-6@.\src\index.js
29 file analyzed.
==============================================================
NLOC    Avg.NLOC  AvgCCN  Avg.token  function_cnt    file
--------------------------------------------------------------
    109      21.0     2.0       94.8         5     .\src\controllers\AccountController.js
     47      21.5     2.0      102.5         2     .\src\controllers\AuthenticationController.js
    126      24.4     2.0       95.2         5     .\src\controllers\InventoryControlHistoryController.js
    122      23.6     2.0       95.2         5     .\src\controllers\ItemCombinationController.js
    145      28.2     2.0      112.0         5     .\src\controllers\ItemController.js
    145      28.2     2.0      112.0         5     .\src\controllers\ProductController.js
    120      23.2     2.0       95.2         5     .\src\controllers\ProductItemController.js
    132      25.6     2.0       97.6         5     .\src\controllers\ProductTransactionHistoryController.js
     31       5.7     1.7       32.0         3     .\src\dao\PostgresDB.js
     69      12.4     2.0       66.4         5     .\src\repositories\AccountRepository.js
     80      14.8     2.0       68.8         5     .\src\repositories\InventoryControlRepository.js
     81      14.8     2.0       66.4         5     .\src\repositories\ItemCombinationRepository.js
    125      16.9     2.0       83.7         7     .\src\repositories\ItemRepository.js
     68      12.4     2.0       66.4         5     .\src\repositories\ProductItemRepository.js
    104      16.3     2.0       82.3         6     .\src\repositories\ProductRepository.js
     85      15.8     2.0       70.4         5     .\src\repositories\ProductTransactionRepository.js
     58       9.4     2.2       52.2         5     .\src\services\AccountService.js
     59      25.0     3.0      119.5         2     .\src\services\AuthenticationService.js
     86      14.2     2.2       58.0         5     .\src\services\InventoryControlHistoryService.js
     71      12.0     2.2       51.4         5     .\src\services\ItemCombinationService.js
     58       9.4     2.2       51.4         5     .\src\services\ItemService.js
     63      10.4     2.2       51.4         5     .\src\services\ProductItemService.js
     58       9.4     2.2       51.4         5     .\src\services\ProductService.js
     91      15.2     2.2       58.0         5     .\src\services\ProductTransactionHistoryService.js
      9       3.0     1.0       16.0         2     .\src\tools\Debugger.js
     28       7.0     2.8       37.0         4     .\src\tools\Wrangler.js
     34       5.0     1.5       24.5         2     .\src\app.js
      5       3.0     1.0        9.0         1     .\src\index.js
     25       0.0     0.0        0.0         0     .\src\routes.js

===============================================================================================================
No thresholds exceeded (cyclomatic_complexity > 15 or length > 1000 or nloc > 1000000 or parameter_count > 100)
==========================================================================================
Total nloc   Avg.NLOC  AvgCCN  Avg.token   Fun Cnt  Warning cnt   Fun Rt   nloc Rt
------------------------------------------------------------------------------------------
      2234      16.1     2.1       72.0      124            0      0.00    0.00
